recipe_id,step_number,step_content
213535,6,"When the rice has taken on a pale, golden color, add the wine, stirring constantly until it is fully absorbed."
213535,7,"Add 1/2 cup broth to the rice, and stir until the broth is absorbed."
213535,8,"Continue adding broth 1/2 cup at a time, stirring continuously, until the liquid is absorbed and the rice is tender-firm."
213535,9,"Remove from heat, and stir in mushrooms with their liquid, butter, chives, and parmesan. Season with salt and pepper to taste."
8757,1,Cream together butter and sugar.
8757,2,Blend in egg.
8757,3,"Sift together salt, baking powder, and flour."
8757,4,Add to mixture.
8757,5,Blend vanilla into mixture.
8757,6,Chill dough.
8757,7,"Roll dough to thickness desired, and cut out shapes with a cookie cutter."
8757,8,Bake on lightly greased cookie sheet in 400°F  preheated oven for 8-10 minutes.
31110,1,"To make dressing: In a food processor, process everything except the oil."
31110,2,Slowly drizzle in the oil until emulsified.
31110,3,Scrape into a bowl and wait for half an hour for the flavours to develop.
31110,4,"To make salad: Toss all together, dress with just enough dressing to moisten and flavor, and garnish with scallions, red bell pepper and peanuts."
31110,5,Serve at room temperature.
251137,1,Preheat oven to 350 degrees F.
251137,2,Grease a medium casserole dish.
251137,3,Cook the pasta in a pot of boiling salted water until al dente (do not overcook the pasta) drain but do not rinse.
251137,4,Place in a bowl and mix with 2 tablespoons butter to prevent sticking; set aside.
251137,5,Melt 4 tablespoons (1/4 cup) butter in a large saucepan over medium heat.
251137,6,"Add in minced garlic, onion powder, mustard powder and cayenne pepper; stir with a wooden spoon for about 3-4 minutes."
251137,7,Add in flour and stir for 1 minute.
251137,8,Slowly add cream and cook stirring constantly over medium until bubbly and thickened.
251137,9,Reduce heat and add in both cheeses; mix until melted and smooth.
251137,10,Season with salt and black pepper to taste.
251137,11,Add in the cooked pasta and toss to combine.
251137,12,Transfer to baking dish.
251137,13,Sprinkle with Parmesan cheese.
251137,14,Bake 350 degrees F for about 20-25 minutes.
69850,1,"In a medium saucepan, combine sugar and."
69850,2,cornstarch.
69850,3,Gradually stir in water.
69850,4,Add blueberries and bring to boil over medium heat.
69850,5,Boil for 2 minutes stirring constantly.
69850,6,Remove from heat.
69850,7,Cover and keep warm.
69850,8,Pancakes: Combine dry ingredients in bowl.
69850,9,"In another bowl, beat the eggs."
69850,10,"Add milk,sour cream, and butter."
69850,11,Mix well.
69850,12,Stir into dry ingredients just until blended.
69850,13,Fold in the blueberries.
69850,14,Pour batter by 1/4 cupfuls onto greased hot griddle or pan.
69850,15,Serve with blueberry topping.
194466,1,Melt the butter in a large skillet over medium heat; add in mushrooms and garlic; cook stirring until mushrooms loose their moisture then set aside.
194466,2,Place the green beans in a medium saucepan; cover with chicken broth and bring to a boil; cook for about 8-10 minutes or until just fork-tender drain but do not rinse.
194466,3,Butter a 3-quart casserole dish (or a little larger).
194466,4,"Place the mushroom soup, onion/mushroom mixture, Parmesan cheese, black pepper and onion rings in a large bowl; mix well to combine, add in the cooked green beans; mix to combine."
194466,5,Transfer to the prepared casserole dish.
194466,6,Bake in a preheated 350 degrees F oven for 20 minutes.
194466,7,Remove from oven and sprinkle the grated cheddar cheese on top; return to oven for about 5-7 minutes or until the cheese has melted.
19061,1,"Brown Ground Chuck. Add all canned items, including juice, into large pot."
19061,2,Cook until onion and pepper are tender.
19061,3,Serve.
19061,4,Freezes nicely!
99361,1,Pre-heat oven to 400°F.
99361,2,Prick squash in several places and bake 45 min until tender.
99361,3,"Allow to cool slightly, cut in 1/2 and scoop out seeds."
99361,4,Pull out squash strands from each side with a fork.
99361,5,Transfer to a warm bowl.
99361,6,"While squash is baking: Heat cream, garlic and sage in pan over med. heat."
99361,7,Cook 10 min until cream is thick enough to coat the back of a spoon.
99361,8,"Pour sauce over squash, toss lightly until combined."
99361,9,"Add salt and pepper to taste, sprinkle with parmesan cheese."
99361,10,Serve immediately.
55977,1,"In large non-stick pan over med-high heat, cook garlic, onion&amp; thyme in oil for about a minute."
55977,2,"Add mushrooms, cook about 8 minutes, stirring often, until the mushrooms begin to brown&amp; their juices begin to run."
55977,3,"Sprinkle with flour&amp; stir about one minute, then slowly begin to add the milk, and bring to the boil, stirring constantly for about 3 minutes, or until the sauce thickens."
55977,4,"Stir in the spinach, basil, salt&amp; pepper&amp; cook until the spinach begins to wilt."
55977,5,Toss sauce with cooked pasta&amp; grate fresh parmesan cheese over individual servings.
25396,1,In a deep frying pan or wok heat oil over medium heat until hot.
25396,2,"Add curry paste and garlic and cook, stirring, for about 30 seconds."
25396,3,Slowly stir in coconut milk and chicken broth.
25396,4,Reduce heat to simmer; add chicken and cook for 10 to 15 minutes.
25396,5,Remove and discard garlic.
25396,6,"Add ginger, onion, and peppers; cook until tender, about 7 minutes."
25396,7,"Add mango, straw mushrooms, fish sauce, and sugar."
25396,8,"When heated through, serve over individual plates of hot rice."
25396,9,Garnish with cilantro.
119124,1,Pre-heat the oven to a high temperature.
119124,2,Cut the unpeeled potatoes into 1/4 inch slices.
119124,3,Place the potato slices on well-greased oven trays.
119124,4,"Brush the potato slices with oil and a sprinkling of the pepper and herbs.  (Alternatively you can combine the oil, the pepper and the herbs in a bowl and toss the potato slices in the oil/herb mixture until they are well-coated - but this would take longer.)."
119124,5,Bake the potato slices for about 20 minutes or until they are well-browned and crisp.
119124,6,Sprinkle with combined salts and serve.
109716,1,Preheat oven to 350°F.
109716,2,In a medium stovetop-to-oven pot melt butter or olive oil over medium heat.
109716,3,"Add chopped onions and cook 3 to 5 minutes, stirring until softened."
109716,4,Add rice and stir until well coated.
109716,5,"Add chicken or vegetable stock, salt and pepper to taste."
109716,6,Bring to a boil.
109716,7,"Cover and bake until the rice is tender and the stock is absorbed, about 20 to 25 minutes."
109716,8,"Let stand, covered for 5 minutes before serving."
15773,1,"Blend ginger, soy sauce, honey, garlic, and onion in a bowl."
15773,2,Add meat to marinade for at least one hour or refrigerate meat in marinade overnight.
15773,3,"After marinating meat, drain the marinade and add it to a 1/2 cup of water."
15773,4,Bring it to a boil for 3-5 minutes and use it for a meat dipping sauce during the meal.
15773,5,"Excellent for pork, beef or chicken."
185753,1,"Cream together butter, sugar, &amp; egg yolks until creamy."
185753,2,"Sift dry ingredients together (flour, baking soda, salt, cinnamon &amp; nutmeg).  Alternately add the dry mixture to the creamed butter mixture as well as the milk &amp; mashed bananas.  Beat the egg whites until a stiff peak forms and fold in with a wooden spoon, (make sure you only use a wooden spoon to do this - this is KEY), next - fold in the chopped nuts also stir in with the wooden spoon."
185753,3,"Bake in a loaf pan that you have sprayed with olive oil or non-stick spray and dusted lightly with flour at 350° for approximately 45 minutes - insert a toothpick in the center of the loaf to ensure it is not runny, if it is - allow to bake an additional 5-10 minutes."
185753,4,Cool on a wire rack and serve with cream cheese or your favorite margarine.
185753,5,Note: I love to wait a day and then toast a piece in my toaster oven - it is SO good when it gets re-heated and toasty with butter on it and a cup of coffee - YUM!
20445,1,"Have all meats precooked and cold and the rice noodles prepared already (the noodles should be white, long and at room temp)."
20445,2,"Make sure all veggies and herbs are cleaned, dried, and set out before you start."
20445,3,"Dip a sheet of rice paper wrapper into water very quickly, no longer than a second or two (or they will get too soggy) and lay flat on a work surface."
20445,4,"On one edge, lay a small handful of noodles, a few strips of meat, some shrimp, some cilantro and mint leaves, a lettuce leaf, some cucumber strips and bean sprouts, all to taste but don't overstuff."
20445,5,"Carefully start to roll up eggroll style, tucking in the sides, then continue to roll up-but not too tightly or the spring roll will split."
20445,6,These rolls will be thicker than the typical Chinese-style fried eggrolls.
20445,7,"Combine a few spoonfulls of hoisin sauce with some chopped peanuts to use as a dipping sauce (or serve with prepared spicy fish sauce dip called Nuoc Mam, available at Asian markets)."
20445,8,"Serve immediately- these do not keep and will harden up in the fridge, so it is best to make just as many as you plan to serve (store any extra unassembled fillings in fridge and roll later)."
20445,9,"Note: Please be sure to get the correct spring roll rice papers- these are not the same as wonton/eggroll wrappers, which must be cooked."
20445,10,"Look for edible rice paper wrappers, rice noodle vermicelli, and hoisin sauce in Asian markets."
248806,1,Set oven to 350 degrees F.
248806,2,Set oven rack to second-lowest position.
248806,3,Butter an 8 x 8-inch square baking dish.
248806,4,"In a large bowl mix together flour with sugar, cornmeal, baking powder and salt."
248806,5,"In another bowl whisk together half and half cream or milk, eggs, oil and melted butter; add to the flour mixture and stir with a wooden spoon until just combined."
248806,6,Mix in canned corn niblets.
248806,7,Transfer to baking dish.
248806,8,Bake for 35 minutes or until the the cake tests done.
168990,1,"In a large bowl mix or whisk the buttermilk, shallots, garlic, salt, sugar, cumin (if using) and black pepper until the sugar and salt is completely dissolved."
168990,2,Rinse the chicken in cold water and pat dry with paper towels.
168990,3,Place the chicken in the buttermilk mixture; toss with clean hands to coat the chicken in the mixture.
168990,4,Cover and refrigerate for a minimum of 8-24 hours.
168990,5,Rinse the chicken quick and just slightly under cold water to remove the onions and garlic if desired before cooking or grilling.
168990,6,Grill or oven-bake as desired.
34185,1,Preheat oven to 375*.
34185,2,Place pie crust into pie pan and crimp edges as desired.
34185,3,"In a mixing bowl, combine all filling ingredients gently."
34185,4,Pour evenly into pie plate.
34185,5,Combine flour and sugar for topping and cut in butter until mixture resembles course crumbs (I use my fingers for this).
34185,6,Sprinkle evenly over filling.
34185,7,Bake for 40-50 minutes until filling starts to bubble and crust is lightly browned.
34185,8,Cover edges with foil if crust is browning too quickly.
75432,1,"Melt butter; add flour, cocoa and sugar."
75432,2,Beat eggs with fork and mix with cocoa mixture.
75432,3,Pour into greased 10-inch pie plate.
75432,4,Bake about 30 minutes at 375 degrees or until crust begins to form on top.
456,1,Heat olive oil in large saucepan over medium-high heat.
